# syn_a_soft_axioms.txt — Tier B soft biconditional axiom candidates
# Generated by pick_canonicals_a.py --emit
# Sources: UNSAFE cluster (canonical,member) pairs from syn_a_10.txt
#          + syn_a_soft_pairs.txt (harvested sub-canonical pairs)
# Format: word_a,word_b,score
#
honest,upright,0.88
indisposed,ailing,0.88
indisposed,seedy,0.88
infinite,unnumberable,0.88
insipid,flavorless,0.88
insipid,flavourless,0.88
insipid,vapid,0.88
interesting,compelling,0.88
iridescent,chatoyant,0.88
jet,pitchy,0.88
jet,sooty,0.88
juvenile,youthful,0.88
keen,discriminating,0.88
kindly,charitable,0.88
lame,gimpy,0.88
late,belated,0.88
left,left_over,0.88
left,odd,0.88
left,unexpended,0.88
leftover,left_over,0.88
leftover,odd,0.88
leftover,unexpended,0.88
light_green,dark_green,0.88
light_green,greenish,0.88
loaded,flush,0.88
local,domestic,0.88
located,placed,0.88
located,situated,0.88
loose,on_the_loose,0.88
lost,bemused,0.88
lost,mazed,0.88
loud,clamorous,0.88
magic,charming,0.88
matte,matt,0.88
matte,matted,0.88
mean,harsh,0.88
midget,tiny,0.88
midget,weeny,0.88
mixed,miscellaneous,0.88
narrow,slim,0.88
needful,essential,0.88
odd,queer,0.88
old,sometime,0.88
only,lonesome,0.88
organized,unionised,0.88
outmoded,old_fashioned,0.88
outraged,umbrageous,0.88
over,all_over,0.88
over,complete,0.88
over,ended,0.88
paid,paying,0.88
passing,fugacious,0.88
petite,tiny,0.88
petite,weeny,0.88
phony,fictitious,0.88
pissed,roiled,0.88
pissed,steamed,0.88
plain,apparent,0.88
plain,evident,0.88
planted,ingrained,0.88
poor,penniless,0.88
poorly,ailing,0.88
poorly,seedy,0.88
possible,plausible,0.88
prima,stellar,0.88
public,official,0.88
quality,prime,0.88
quiet,still,0.88
real,authentic,0.88
recognized,recognised,0.88
red,cherry_red,0.88
red,ruby_red,0.88
required,essential,0.88
requisite,essential,0.88
resplendent,lustrous,0.88
right,just,0.88
safe,protected,0.88
scarlet,cherry_red,0.88
scarlet,ruby_red,0.88
set,located,0.88
shallow,thin,0.88
short,stubby,0.88
shot,chatoyant,0.88
sick,pallid,0.88
sick,sick_of,0.88
skint,stone_broke,0.88
smooth,silky,0.88
soft,smooth,0.88
sorcerous,charming,0.88
spent,dog_tired,0.88
spent,fatigued,0.88
spiral,turbinate,0.88
splendiferous,marvelous,0.88
splendiferous,wondrous,0.88
split,disconnected,0.88
staggering,exceptional,0.88
staggering,outstanding,0.88
stainless,unsullied,0.88
stainless,untarnished,0.88
star,prima,0.88
starring,prima,0.88
stern,unappeasable,0.88
stiff,stark,0.88
stiff,steady,0.88
stiff,stiff,0.88
stinking,funky,0.88
stock,shopworn,0.88
stone_broke,stony_broke,0.88
stupefying,awesome,0.88
sullen,threatening,0.88
tender,tippy,0.88
thin,slender,0.88
thriving,palmy,0.88
tight,cockeyed,0.88
tight,crocked,0.88
tight,pissed,0.88
tight,slopped,0.88
tight,sloshed,0.88
tight,soaked,0.88
tight,squiffy,0.88
tiring,wearying,0.88
transient,fugacious,0.88
twin,duplicate,0.88
twin,matching,0.88
unequaled,unequalled,0.88
unequaled,unparalleled,0.88
unfaltering,steady,0.88
unshakable,steady,0.88
wanted,cherished,0.88
wanted,treasured,0.88
warm,lovesome,0.88
wearing,tiring,0.88
wearing,wearying,0.88
wee,teensy_weensy,0.88
witching,charming,0.88
wizardly,charming,0.88
wondrous,amazing,0.88
wondrous,awesome,0.88
workaday,everyday,0.88
wrapped,mantled,0.88
wretchedly,pathetic,0.88
yellow,lily_livered,0.88
yellow,yellow_bellied,0.88
young,immature,0.88
abroad,overseas,0.87
accompanying,sequent,0.87
ace,first_rate,0.87
ace,top_notch,0.87
ace,tops,0.87
adult,full_grown,0.87
adult,grown,0.87
adult,grownup,0.87
alone,unique,0.87
amazing,awe_inspiring,0.87
arch,patronising,0.87
arch,patronizing,0.87
awe_inspiring,awesome,0.87
aweing,awe_inspiring,0.87
baked,adust,0.87
banging,whopping,0.87
bantam,teensy,0.87
bantam,teeny,0.87
barbarous,cruel,0.87
barbarous,roughshod,0.87
barbarous,savage,0.87
barbarous,vicious,0.87
becoming,decent,0.87
befuddled,at_sea,0.87
befuddled,mixed_up,0.87
big,adult,0.87
big,freehanded,0.87
big,full_grown,0.87
big,openhanded,0.87
black,disgraceful,0.87
black,fateful,0.87
black,opprobrious,0.87
black,shameful,0.87
blue,racy,0.87
blue,risque,0.87
blunt,free_spoken,0.87
bounteous,freehanded,0.87
bounteous,openhanded,0.87
bountiful,freehanded,0.87
bountiful,openhanded,0.87
catching,contractable,0.87
catching,transmissible,0.87
catching,transmittable,0.87
cheap,punk,0.87
chickenhearted,lily_livered,0.87
chickenhearted,white_livered,0.87
chickenhearted,yellow_bellied,0.87
choice,prize,0.87
choice,select,0.87
clamant,instant,0.87
coarse,rough_cut,0.87
colored,one_sided,0.87
comely,decent,0.87
common,rough_cut,0.87
complete,accomplished,0.87
complete,concluded,0.87
complete,terminated,0.87
constitutional,inbuilt,0.87
cosmopolitan,worldwide,0.87
crack,ace,0.87
crack,first_rate,0.87
crack,super,0.87
crack,tiptop,0.87
crack,top_notch,0.87
crack,topnotch,0.87
crack,tops,0.87
crippled,gimpy,0.87
crippled,halt,0.87
crippled,halting,0.87
crying,instant,0.87
dead,all_in,0.87
decorous,decent,0.87
delicious,pleasant_tasting,0.87
demode,antique,0.87
demode,old_fashioned,0.87
desired,sought_after,0.87
discarded,cast_off,0.87
distressed,hard_pressed,0.87
double,two_fold,0.87
dull,deadening,0.87
easy,well_off,0.87
elephantine,whopping,0.87
ex,antique,0.87
ex,demode,0.87
ex,old_hat,0.87
ex,outmoded,0.87
ex,passe,0.87
exhausting,tiring,0.87
exhausting,wearying,0.87
extended,drawn_out,0.87
fabricated,fancied,0.87
faded,washed_out,0.87
fair,bonnie,0.87
fantabulous,first_class,0.87
fell,barbarous,0.87
fell,cruel,0.87
fell,roughshod,0.87
fell,vicious,0.87
fired,pink_slipped,0.87
flat,savorless,0.87
flat,savourless,0.87
flip,impudent,0.87
flip,insolent,0.87
flyspeck,teensy,0.87
flyspeck,teeny,0.87
forthright,free_spoken,0.87
frank,free_spoken,0.87
freehanded,bighearted,0.87
freehanded,giving,0.87
freehanded,openhanded,0.87
fresh,refreshful,0.87
full_grown,grown,0.87
funny,rummy,0.87
funny,singular,0.87
funny,suspect,0.87
game,crippled,0.87
game,halt,0.87
game,halting,0.87
gargantuan,whopping,0.87
gay,mirthful,0.87
general,cosmopolitan,0.87
gimpy,halt,0.87
given,apt,0.87
given,minded,0.87
grand,howling,0.87
grand,rattling,0.87
grave,sober,0.87
grownup,full_grown,0.87
grownup,grown,0.87
hackneyed,commonplace,0.87
halting,gimpy,0.87
halting,halt,0.87
handsome,better_looking,0.87
handsome,fine_looking,0.87
handsome,freehanded,0.87
handsome,openhanded,0.87
handsome,well_favored,0.87
handsome,well_favoured,0.87
impaired,crippled,0.87
impaired,gimpy,0.87
impaired,halt,0.87
impaired,halting,0.87
impaired,lame,0.87
indisposed,peaked,0.87
indisposed,under_the_weather,0.87
infinite,unnumerable,0.87
insipid,savorless,0.87
insipid,savourless,0.87
intent,absorbed,0.87
intent,engrossed,0.87
intent,enwrapped,0.87
keen,dandy,0.87
keen,groovy,0.87
keen,neat,0.87
keen,nifty,0.87
kindly,good_hearted,0.87
lame,crippled,0.87
lame,halt,0.87
lame,halting,0.87
leading,prima,0.87
leading,starring,0.87
leading,stellar,0.87
learned,lettered,0.87
learned,well_educated,0.87
lit,well_lighted,0.87
loaded,moneyed,0.87
lost,at_sea,0.87
lost,mixed_up,0.87
midget,teensy,0.87
midget,teeny,0.87
mixed,sundry,0.87
mocking,gibelike,0.87
mourning,grief_stricken,0.87
needy,poverty_stricken,0.87
obsessed,taken_up,0.87
odd,rummy,0.87
odd,singular,0.87
old,quondam,0.87
old_hat,commonplace,0.87
old_hat,demode,0.87
old_hat,hackneyed,0.87
old_hat,outmoded,0.87
old_hat,passe,0.87
old_hat,shopworn,0.87
old_hat,threadbare,0.87
old_hat,timeworn,0.87
openhanded,bighearted,0.87
openhanded,giving,0.87
outmoded,antique,0.87
outmoded,demode,0.87
outmoded,passe,0.87
outspoken,free_spoken,0.87
oval,egg_shaped,0.87
over,concluded,0.87
over,terminated,0.87
passe,antique,0.87
passe,demode,0.87
passe,old_fashioned,0.87
passing,short_lived,0.87
petite,teensy,0.87
petite,teeny,0.87
pink_slipped,dismissed,0.87
pissed,pissed_off,0.87
plain,manifest,0.87
plain,patent,0.87
plainspoken,free_spoken,0.87
planted,deep_rooted,0.87
planted,deep_seated,0.87
poorly,peaked,0.87
poorly,under_the_weather,0.87
prepared,fain,0.87
prime,prize,0.87
prime,select,0.87
protracted,drawn_out,0.87
quality,prize,0.87
quality,select,0.87
resplendent,illuminated,0.87
ruined,done_for,0.87
ruined,washed_up,0.87
secondary,junior_grade,0.87
secondary,lower_ranking,0.87
secondary,lowly,0.87
secondary,petty,0.87
secondary,subaltern,0.87
select,prize,0.87
separated,set_apart,0.87
slight,svelte,0.87
slow,deadening,0.87
solem_n,sober,0.87
spent,played_out,0.87
spent,worn_out,0.87
sporting,card_playing,0.87
square,solid,0.87
stainless,untainted,0.87
star,leading,0.87
sticking,relieved,0.87
stock,commonplace,0.87
stock,hackneyed,0.87
stock,threadbare,0.87
stock,timeworn,0.87
stupefying,shocking,0.87
surreptitious,cloak_and_dagger,0.87
surreptitious,hush_hush,0.87
tender,cranky,0.87
terrified,panic_struck,0.87
threadbare,commonplace,0.87
threadbare,hackneyed,0.87
threatening,minacious,0.87
tight,loaded,0.87
tiptop,first_rate,0.87
tiptop,top_notch,0.87
tiptop,tops,0.87
tolerant,large_minded,0.87
topnotch,first_rate,0.87
topnotch,top_notch,0.87
topnotch,tops,0.87
transient,short_lived,0.87
trapped,at_bay,0.87
trapped,treed,0.87
trying,nerve_wracking,0.87
under_the_weather,ailing,0.87
under_the_weather,peaked,0.87
under_the_weather,seedy,0.87
under_the_weather,sickly,0.87
under_the_weather,unwell,0.87
unequaled,unique,0.87
wanted,precious,0.87
wearing,exhausting,0.87
wee,teeny_weeny,0.87
winding,voluminous,0.87
yellow,chickenhearted,0.87
absolute,out_and_out,0.86
acrid,caustic,0.86
active,awake,0.86
adult,fully_grown,0.86
aged,old,0.86
alive,vital,0.86
all_right,fine,0.86
all_right,ok,0.86
ancient,prehistoric,0.86
approaching,at_hand,0.86
approaching,close_at_hand,0.86
approaching,imminent,0.86
aureate,luxurious,0.86
awe_inspiring,astonishing,0.86
awe_inspiring,astounding,0.86
aweing,astonishing,0.86
aweing,astounding,0.86
bally,damned,0.86
bantam,itty_bitty,0.86
bantam,wee,0.86
barbarous,condemnable,0.86
barbarous,deplorable,0.86
barbarous,reprehensible,0.86
becoming,comme_il_faut,0.86
befuddled,bewildered,0.86
bent,dead_set,0.86
big,fully_grown,0.86
black,calamitous,0.86
black,disastrous,0.86
black,ignominious,0.86
black,inglorious,0.86
blinking,damned,0.86
bloody,damned,0.86
blooming,damned,0.86
blue,gamey,0.86
blue,gamy,0.86
blunt,point_blank,0.86
boring,monotonous,0.86
bounteous,large_hearted,0.86
bountiful,large_hearted,0.86
brave,gutsy,0.86
bust,hard_up,0.86
chickenhearted,chicken,0.86
clamant,exigent,0.86
clean,sporting,0.86
clear,distinct,0.86
comely,comme_il_faut,0.86
common,everyday,0.86
complete,consummate,0.86
complete,realised,0.86
complete,realized,0.86
complete,utter,0.86
complex,involved,0.86
constitutional,built_in,0.86
cosmopolitan,world_wide,0.86
crashing,damned,0.86
crippled,disabled,0.86
crying,exigent,0.86
daily,day_after_day,0.86
daily,day_by_day,0.86
decorous,comme_il_faut,0.86
demode,passee,0.86
desired,in_demand,0.86
dire,ominous,0.86
distressed,hard_put,0.86
easy,well_fixed,0.86
easy,well_heeled,0.86
easy,well_situated,0.86
easy,well_to_do,0.86
elderly,old,0.86
elephantine,monstrous,0.86
etched,scored,0.86
everlasting,durable,0.86
everlasting,long_lived,0.86
ex,passee,0.86
fabricated,fictional,0.86
fake,fabricated,0.86
false,put_on,0.86
fantabulous,topnotch,0.86
far,removed,0.86
fascinated,spell_bound,0.86
favorite,best_loved,0.86
fired,laid_off,0.86
flaming,damned,0.86
flip,snotty_nosed,0.86
flyspeck,itty_bitty,0.86
flyspeck,wee,0.86
forthcoming,at_hand,0.86
forthcoming,close_at_hand,0.86
forthcoming,imminent,0.86
forthright,point_blank,0.86
frank,point_blank,0.86
free,open,0.86
freehanded,large_hearted,0.86
full_grown,fully_grown,0.86
funny,rum,0.86
gargantuan,monstrous,0.86
gaudy,showy,0.86
general,world_wide,0.86
gilded,luxurious,0.86
gilt,luxurious,0.86
gimpy,disabled,0.86
goddamned,accursed,0.86
gone,at_peace,0.86
gone,at_rest,0.86
grave,sedate,0.86
grownup,fully_grown,0.86
halting,disabled,0.86
handsome,good_looking,0.86
handsome,large_hearted,0.86
happy,pleased,0.86
high,raised,0.86
honest,straight,0.86
humanitarian,human_centered,0.86
humanitarian,human_centred,0.86
impaired,disabled,0.86
intelligible,clear,0.86
intent,wrapped,0.86
interesting,absorbing,0.86
invariant,steady,0.86
jet,coal_black,0.86
jet,jet_black,0.86
kindly,large_hearted,0.86
lame,disabled,0.86
lasting,long_lived,0.86
late,behind,0.86
loaded,affluent,0.86
loaded,wealthy,0.86
local,neighborhood,0.86
located,positioned,0.86
loose,at_large,0.86
loud,shrill,0.86
mean,spiteful,0.86
middle,central,0.86
midget,itty_bitty,0.86
midget,wee,0.86
midway,central,0.86
narrow,confined,0.86
needful,necessary,0.86
odd,rum,0.86
okay,all_right,0.86
okay,fine,0.86
old_hat,passee,0.86
old_hat,trite,0.86
openhanded,large_hearted,0.86
outmoded,passee,0.86
outspoken,point_blank,0.86
passe,passee,0.86
passee,antique,0.86
passee,old_fashioned,0.86
petite,itty_bitty,0.86
petite,wee,0.86
phony,pretended,0.86
pink_slipped,discharged,0.86
pink_slipped,laid_off,0.86
plainspoken,point_blank,0.86
poor,bad,0.86
possible,likely,0.86
preferred,best_loved,0.86
public,state,0.86
quiet,calm,0.86
real,literal,0.86
required,necessary,0.86
requisite,necessary,0.86
right,true,0.86
roving,peregrine,0.86
safe,sound,0.86
senior,old,0.86
shallow,not_deep,0.86
short,little,0.86
shot,iridescent,0.86
sick,tired_of,0.86
situated,positioned,0.86
skint,hard_up,0.86
soft,cushy,0.86
solem_n,sedate,0.86
spent,washed_out,0.86
square,hearty,0.86
square,satisfying,0.86
staggering,remarkable,0.86
sticking,projected,0.86
stock,old_hat,0.86
stock,trite,0.86
stock,well_worn,0.86
stone_broke,hard_up,0.86
stony_broke,hard_up,0.86
stupefying,appalling,0.86
surreptitious,secret,0.86
surreptitious,sneaky,0.86
surreptitious,stealthy,0.86
terrified,panic_stricken,0.86
thin,fine,0.86
tolerant,open_minded,0.86
trite,commonplace,0.86
trite,hackneyed,0.86
trite,threadbare,0.86
trying,nerve_racking,0.86
unfaltering,relentless,0.86
unfaltering,unrelenting,0.86
unified,co_ordinated,0.86
unshakable,relentless,0.86
unshakable,unrelenting,0.86
wandering,peregrine,0.86
wandering,roving,0.86
wee,itty_bitty,0.86
wondrous,astonishing,0.86
workaday,ordinary,0.86
wretchedly,forlorn,0.86
young,fresh,0.86
absolute,right_down,0.85
ace,a_one,0.85
approaching,impending,0.85
awe_inspiring,staggering,0.85
aweing,staggering,0.85
barbarous,brutal,0.85
bent,out_to,0.85
blunt,straight_from_the_shoulder,0.85
bounteous,good_hearted,0.85
bountiful,good_hearted,0.85
chatoyant,changeable,0.85
choice,topnotch,0.85
complete,downright,0.85
crack,a_one,0.85
daily,day_to_day,0.85
distorted,ill_shapen,0.85
distressed,in_a_bad_way,0.85
elephantine,enormous,0.85
elephantine,massive,0.85
everlasting,changeless,0.85
everlasting,constant,0.85
everlasting,unvarying,0.85
exhausting,stressful,0.85
fell,brutal,0.85
forthcoming,impending,0.85
forthright,straight_from_the_shoulder,0.85
foul,ill_scented,0.85
frank,straight_from_the_shoulder,0.85
freehanded,good_hearted,0.85
gargantuan,enormous,0.85
gargantuan,massive,0.85
hackneyed,shopworn,0.85
hackneyed,timeworn,0.85
hackneyed,well_worn,0.85
handsome,good_hearted,0.85
heated,het_up,0.85
historical,historic,0.85
iridescent,changeable,0.85
kinky,far_out,0.85
kinky,way_out,0.85
learned,well_read,0.85
odd,uncanny,0.85
old,one_time,0.85
openhanded,good_hearted,0.85
outspoken,straight_from_the_shoulder,0.85
plainspoken,straight_from_the_shoulder,0.85
prime,topnotch,0.85
resolved,solved,0.85
select,topnotch,0.85
shot,changeable,0.85
sporting,dissipated,0.85
staggering,phenomenal,0.85
stinking,ill_scented,0.85
stock,tired,0.85
stupefying,aghast,0.85
stupefying,astonied,0.85
stupefying,stunned,0.85
tender,crank,0.85
threadbare,shopworn,0.85
threadbare,timeworn,0.85
threadbare,well_worn,0.85
tiptop,a_one,0.85
tired,commonplace,0.85
tired,hackneyed,0.85
tired,old_hat,0.85
tired,shopworn,0.85
tired,threadbare,0.85
tired,timeworn,0.85
tired,trite,0.85
tired,well_worn,0.85
tiring,stressful,0.85
topnotch,a_one,0.85
trite,shopworn,0.85
trite,timeworn,0.85
trite,well_worn,0.85
absent,not_present,0.84
ace,excellent,0.84
acrid,sharp,0.84
aged,ancient,0.84
approaching,near,0.84
aureate,opulent,0.84
awe_inspiring,grand,0.84
awe_inspiring,marvelous,0.84
awe_inspiring,stupefying,0.84
awe_inspiring,wondrous,0.84
aweing,marvelous,0.84
aweing,stupefying,0.84
aweing,wondrous,0.84
bally,blasted,0.84
bally,darned,0.84
bantam,small,0.84
barbarous,criminal,0.84
befuddled,perplexed,0.84
blinking,blasted,0.84
blinking,darned,0.84
bloody,blasted,0.84
bloody,darned,0.84
blooming,blasted,0.84
blooming,darned,0.84
blunt,straightforward,0.84
bounteous,benevolent,0.84
bountiful,benevolent,0.84
bust,penniless,0.84
careworn,weary,0.84
chickenhearted,cowardly,0.84
choice,first_rate,0.84
clamant,urgent,0.84
coarse,crude,0.84
comely,proper,0.84
cosmopolitan,global,0.84
crack,excellent,0.84
crashing,blasted,0.84
crashing,darned,0.84
crippled,injured,0.84
decorous,proper,0.84
demode,obsolete,0.84
disunited,separated,0.84
dull,ho_hum,0.84
elderly,ancient,0.84
elephantine,huge,0.84
elephantine,tremendous,0.84
etched,cut_in,0.84
exhausting,trying,0.84
fantabulous,super,0.84
flaming,blasted,0.84
flaming,darned,0.84
flyspeck,small,0.84
forthcoming,near,0.84
forthright,straightforward,0.84
freehanded,benevolent,0.84
gargantuan,huge,0.84
gargantuan,tremendous,0.84
gaudy,glitzy,0.84
gilded,opulent,0.84
gilt,opulent,0.84
gimpy,injured,0.84
goddamned,cursed,0.84
grayish,ashen,0.84
greyish,ashen,0.84
halting,injured,0.84
handsome,benevolent,0.84
impaired,injured,0.84
insipid,uninteresting,0.84
intelligible,comprehensible,0.84
invariant,fixed,0.84
iridescent,crystalline,0.84
lame,injured,0.84
leading,first_rate,0.84
leading,topnotch,0.84
leftover,residual,0.84
located,stationed,0.84
middle,median,0.84
midget,small,0.84
midway,median,0.84
needful,mandatory,0.84
obtuse,stupid,0.84
odd,bizarre,0.84
odd,outlandish,0.84
odd,weird,0.84
openhanded,benevolent,0.84
outmoded,obsolete,0.84
outspoken,straightforward,0.84
passe,obsolete,0.84
passee,obsolete,0.84
petite,small,0.84
phony,simulated,0.84
plainspoken,straightforward,0.84
preferred,chosen,0.84
prima,first_rate,0.84
prima,topnotch,0.84
prime,first_rate,0.84
protracted,long_lasting,0.84
proved,proven,0.84
required,mandatory,0.84
requisite,mandatory,0.84
roving,mobile,0.84
ruined,destroyed,0.84
select,first_rate,0.84
senior,ancient,0.84
sick,fed_up,0.84
situated,stationed,0.84
skint,penniless,0.84
skittish,jumpy,0.84
slow,ho_hum,0.84
solem_n,grave,0.84
sorcerous,enchanting,0.84
starring,first_rate,0.84
starring,topnotch,0.84
stone_broke,penniless,0.84
stony_broke,penniless,0.84
tiptop,excellent,0.84
tiring,trying,0.84
tolerant,permissive,0.84
topnotch,excellent,0.84
transient,temporary,0.84
under_the_weather,ill,0.84
unearthly,unusual,0.84
unequaled,matchless,0.84
unfaltering,inexorable,0.84
unshakable,inexorable,0.84
wandering,mobile,0.84
witching,enchanting,0.84
wizardly,enchanting,0.84
wondrous,spectacular,0.84
workaday,commonplace,0.84
alternative,alternate,0.83
rolled,rolling,0.82
absent,away,0.82
ace,splendid,0.82
acrid,stinging,0.82
adult,mature,0.82
aged,elder,0.82
all_right,acceptable,0.82
approaching,soon,0.82
aureate,sumptuous,0.82
bally,deuced,0.82
barbarous,ferocious,0.82
blinking,deuced,0.82
bloody,deuced,0.82
blooming,deuced,0.82
blunt,honest,0.82
bounteous,charitable,0.82
bountiful,charitable,0.82
bust,impoverished,0.82
careworn,spent,0.82
chatoyant,shimmering,0.82
chickenhearted,timid,0.82
choice,excellent,0.82
clamant,pressing,0.82
coarse,unrefined,0.82
comely,respectable,0.82
cosmopolitan,international,0.82
crack,splendid,0.82
crashing,deuced,0.82
crippled,damaged,0.82
dark_green,verdant,0.82
decorous,respectable,0.82
demode,dated,0.82
disunited,isolated,0.82
dull,lethargic,0.82
dull,sluggish,0.82
elderly,elder,0.82
eldritch,eerie,0.82
etched,imprinted,0.82
exhausting,nerve_racking,0.82
exhausting,nerve_wracking,0.82
fabricated,false,0.82
fantabulous,grand,0.82
flaming,deuced,0.82
forthcoming,soon,0.82
forthright,honest,0.82
freehanded,charitable,0.82
full_grown,mature,0.82
gilded,sumptuous,0.82
gilt,sumptuous,0.82
gimpy,damaged,0.82
grayish,drab,0.82
greyish,drab,0.82
grownup,mature,0.82
hackneyed,stale,0.82
halting,damaged,0.82
handsome,charitable,0.82
impaired,damaged,0.82
insipid,dull,0.82
intelligible,plain,0.82
invariant,stable,0.82
iridescent,shimmering,0.82
juvenile,kid,0.82
kinky,odd,0.82
lame,damaged,0.82
leading,ace,0.82
leftover,spare,0.82
light_green,verdant,0.82
located,installed,0.82
main,primary,0.82
matte,dull,0.82
middle,mid,0.82
midway,mid,0.82
needful,compulsory,0.82
obtuse,thick,0.82
okay,acceptable,0.82
openhanded,charitable,0.82
outmoded,dated,0.82
outspoken,honest,0.82
passe,dated,0.82
passee,dated,0.82
phony,imitation,0.82
pink_slipped,sacked,0.82
plainspoken,honest,0.82
preferred,selected,0.82
prima,ace,0.82
prime,excellent,0.82
protracted,tedious,0.82
required,compulsory,0.82
requisite,compulsory,0.82
roving,vagrant,0.82
select,excellent,0.82
senior,elder,0.82
situated,installed,0.82
skint,impoverished,0.82
skittish,edgy,0.82
solem_n,serious,0.82
sorcerous,mystical,0.82
starring,ace,0.82
stinking,disgustful,0.82
stinking,repellent,0.82
stone_broke,impoverished,0.82
stony_broke,impoverished,0.82
surreptitious,hidden,0.82
threadbare,stale,0.82
tiptop,splendid,0.82
tired,stale,0.82
tiring,nerve_racking,0.82
tiring,nerve_wracking,0.82
tolerant,lenient,0.82
topnotch,splendid,0.82
transient,brief,0.82
trite,stale,0.82
under_the_weather,not_well,0.82
unearthly,eerie,0.82
unequaled,incomparable,0.82
unfaltering,constant,0.82
unshakable,constant,0.82
wandering,vagrant,0.82
witching,mystical,0.82
wizardly,mystical,0.82
workaday,typical,0.82
aesthetic,artistic,0.82
closed,shut,0.81
dropping,falling,0.81
religious,spiritual,0.80
absent,gone,0.80
adult,developed,0.80
aged,advanced_in_years,0.80
all_right,adequate,0.80
approaching,expected,0.80
aureate,princely,0.80
barbarous,fierce,0.80
bust,needy,0.80
careworn,exhausted,0.80
chatoyant,opalescent,0.80
chickenhearted,fearful,0.80
choice,super,0.80
clamant,imperative,0.80
coarse,rough,0.80
comely,appropriate,0.80
cosmopolitan,universal,0.80
crippled,broken,0.80
dark_green,leafy,0.80
decorous,appropriate,0.80
demode,behind_the_times,0.80
disunited,detached,0.80
elderly,advanced_in_years,0.80
eldritch,creepy,0.80
etched,stamped,0.80
exhausting,draining,0.80
fabricated,phony,0.80
fantabulous,marvelous,0.80
forthcoming,expected,0.80
full_grown,developed,0.80
gilded,princely,0.80
gilt,princely,0.80
gimpy,broken,0.80
grayish,dull,0.80
greyish,dull,0.80
grownup,developed,0.80
hackneyed,cliched,0.80
halting,broken,0.80
impaired,broken,0.80
insipid,tedious,0.80
intelligible,explicit,0.80
invariant,uniform,0.80
iridescent,opalescent,0.80
juvenile,childish,0.80
kinky,peculiar,0.80
lame,broken,0.80
leading,crack,0.80
leftover,extra,0.80
light_green,leafy,0.80
located,established,0.80
matte,non_glossy,0.80
middle,intermediate,0.80
midway,intermediate,0.80
needful,indispensable,0.80
obtuse,unintelligent,0.80
okay,adequate,0.80
outmoded,behind_the_times,0.80
passe,behind_the_times,0.80
passee,behind_the_times,0.80
phony,faux,0.80
pink_slipped,terminated,0.80
preferred,liked,0.80
prima,crack,0.80
prime,super,0.80
protracted,lingering,0.80
required,indispensable,0.80
requisite,indispensable,0.80
roving,drifting,0.80
select,super,0.80
senior,advanced_in_years,0.80
situated,established,0.80
skint,needy,0.80
skittish,uneasy,0.80
solem_n,earnest,0.80
sorcerous,arcane,0.80
starring,crack,0.80
stone_broke,needy,0.80
stony_broke,needy,0.80
surreptitious,covert,0.80
threadbare,cliched,0.80
tired,cliched,0.80
tiring,draining,0.80
tolerant,accepting,0.80
transient,ephemeral,0.80
trite,cliched,0.80
under_the_weather,queasy,0.80
unearthly,creepy,0.80
unequaled,peerless,0.80
wandering,drifting,0.80
witching,arcane,0.80
wizardly,arcane,0.80
workaday,standard,0.80
operating,operational,0.80
collected,gathered,0.80
sign,signed,0.80
radical,revolutionary,0.80
calculated,measured,0.79
maintained,retained,0.79
dozen,twelve,0.79
absent,deficient,0.78
adult,older,0.78
aged,gray,0.78
aged,grey,0.78
all_right,enough,0.78
aureate,deluxe,0.78
bust,poor,0.78
careworn,washed_out,0.78
chatoyant,pearlescent,0.78
chickenhearted,spineless,0.78
chocolate_brown,coffee,0.78
choice,deluxe,0.78
clamant,demanding,0.78
coarse,gruff,0.78
comely,correct,0.78
cosmopolitan,planetary,0.78
cosmopolitan,world,0.78
crippled,weak,0.78
dark_brown,umber,0.78
dark_green,emerald,0.78
decorous,correct,0.78
demode,archaic,0.78
disunited,broken,0.78
elderly,gray,0.78
elderly,grey,0.78
eldritch,spooky,0.78
etched,embossed,0.78
exhausting,taxing,0.78
fabricated,bogus,0.78
fantabulous,wonderful,0.78
financial,fiscal,0.78
full_grown,older,0.78
gilded,deluxe,0.78
gilt,deluxe,0.78
gimpy,weak,0.78
grayish,smoky,0.78
greyish,smoky,0.78
grownup,older,0.78
halting,weak,0.78
impaired,weak,0.78
intelligible,coherent,0.78
invariant,consistent,0.78
iridescent,pearlescent,0.78
juvenile,immature,0.78
kinky,strange,0.78
lame,weak,0.78
leading,chief,0.78
leftover,unused,0.78
light_green,emerald,0.78
located,seated,0.78
matte,unpolished,0.78
middle,in_between,0.78
midway,in_between,0.78
needful,imperative,0.78
obtuse,blockheaded,0.78
okay,good,0.78
outmoded,archaic,0.78
passe,archaic,0.78
passee,archaic,0.78
phony,artificial,0.78
pink_slipped,let_go,0.78
preferred,desired,0.78
prima,chief,0.78
prime,deluxe,0.78
protracted,lasting,0.78
required,imperative,0.78
requisite,imperative,0.78
roving,aimless,0.78
select,deluxe,0.78
senior,gray,0.78
senior,grey,0.78
situated,seated,0.78
skint,poor,0.78
skittish,restive,0.78
solem_n,formal,0.78
sorcerous,spellbinding,0.78
starring,chief,0.78
stone_broke,poor,0.78
stony_broke,poor,0.78
tiring,taxing,0.78
tolerant,forbearing,0.78
transient,momentary,0.78
unearthly,spooky,0.78
unequaled,one_of_a_kind,0.78
