# syn_v_soft_axioms.txt — Tier B soft biconditional axiom candidates
# Generated by pick_canonicals_v.py --emit
# Sources: UNSAFE cluster (canonical,member) pairs from syn_v_10.txt
#          + syn_v_soft_pairs.txt (harvested sub-canonical pairs)
# Format: word_a,word_b,score
#
pine,languish,0.87
pine,yearn,0.87
pine,yen,0.87
pipe,pipe_up,0.87
pipe,shriek,0.87
pitch_into,tear_into,0.87
place,grade,0.87
place,send,0.87
place,target,0.87
please,delight,0.87
point,bespeak,0.87
point,betoken,0.87
point,channelise,0.87
point,channelize,0.87
press,exhort,0.87
press,iron_out,0.87
pride,plume,0.87
prize,lever,0.87
prize,pry,0.87
progress,come_on,0.87
progress,get_along,0.87
progress,march_on,0.87
progress,move_on,0.87
project,cast,0.87
project,contrive,0.87
pull,pull_out,0.87
pull,pull_up,0.87
pull,rive,0.87
pull,take_out,0.87
race,rush,0.87
raise,bring_up,0.87
raise,kick_upstairs,0.87
raise,parent,0.87
reach,strain,0.87
read,reread,0.87
reduce,lose_weight,0.87
reduce,thin,0.87
relax,loosen_up,0.87
relax,slow_down,0.87
request,bespeak,0.87
request,quest,0.87
restrict,cut_back,0.87
retreat,draw_back,0.87
retreat,move_back,0.87
retreat,pull_back,0.87
ring,border,0.87
rise,move_up,0.87
rise,rebel,0.87
rock,sway,0.87
round_out,round_off,0.87
run,be_given,0.87
secure,plug,0.87
serve,serve_up,0.87
set,gear_up,0.87
set,set_up,0.87
shanghai,impress,0.87
shoot,dash,0.87
shop,buy_at,0.87
shop,frequent,0.87
shop,shop_at,0.87
short,short_change,0.87
sick,be_sick,0.87
sick,purge,0.87
sight,spy,0.87
sky,toss,0.87
speed,travel_rapidly,0.87
spin,spin_around,0.87
sponsor,patronise,0.87
spot,spy,0.87
spring,resile,0.87
spring,reverberate,0.87
start,bug_out,0.87
start,bulge,0.87
start,bulge_out,0.87
start,come_out,0.87
stick,deposit,0.87
still,calm_down,0.87
still,hush,0.87
still,lull,0.87
still,shut_up,0.87
still,silence,0.87
stop,bar,0.87
stop,block_off,0.87
strengthen,beef_up,0.87
stress,accent,0.87
strip,foray,0.87
strip,pillage,0.87
strip,plunder,0.87
strip,reave,0.87
strip,rifle,0.87
sub,fill_in,0.87
sugar,saccharify,0.87
sum,sum_up,0.87
support,digest,0.87
support,stick_out,0.87
swear,imprecate,0.87
sweat,sudate,0.87
take,pick_out,0.87
take,take_away,0.87
talk,mouth,0.87
talk,utter,0.87
tell,separate,0.87
think,call_up,0.87
tip,lean,0.87
tire,jade,0.87
tire,pall,0.87
touch,have_to_doe_with,0.87
transit,pass_across,0.87
transit,pass_through,0.87
translate,retranslate,0.87
trip,spark,0.87
trouble,inconvenience_oneself,0.87
trouble,unhinge,0.87
try,essay,0.87
turn,change_by_reversal,0.87
value,prise,0.87
verse,poetize,0.87
visit,confab,0.87
visit,confabulate,0.87
visit,gossip,0.87
wake,come_alive,0.87
wall,fence_in,0.87
win,bring_home_the_bacon,0.87
win,deliver_the_goods,0.87
wipe,pass_over,0.87
work,act_upon,0.87
work,figure_out,0.87
work,lick,0.87
worst,rack_up,0.87
worst,whip,0.87
action,carry_out,0.86
action,carry_through,0.86
adventure,stake,0.86
agree,fit_in,0.86
arm,build_up,0.86
attack,set_on,0.86
baby,indulge,0.86
back,endorse,0.86
back,gage,0.86
back,plump_for,0.86
bank,rely,0.86
bank,swear,0.86
bar,exclude,0.86
beat,exhaust,0.86
beat,tucker_out,0.86
beat,wash_up,0.86
blow,be_adrift,0.86
bone,mug_up,0.86
bother,nettle,0.86
bring_to,bring_round,0.86
call,shout_out,0.86
center,concentrate_on,0.86
center,pore,0.86
cheat,rip_off,0.86
check,discipline,0.86
chip,break_away,0.86
chip,chip_off,0.86
chip,come_off,0.86
class,assort,0.86
clear,authorise,0.86
clear,authorize,0.86
clear,net,0.86
clear,sack,0.86
click,come_home,0.86
click,get_through,0.86
click,penetrate,0.86
click,sink_in,0.86
come,number,0.86
come_to_hand,come_to_light,0.86
company,accompany,0.86
compound,deepen,0.86
contact,get_through,0.86
couple,partner_off,0.86
court,romance,0.86
court,solicit,0.86
court,woo,0.86
cover,get_over,0.86
cross,frustrate,0.86
cross,queer,0.86
cross,spoil,0.86
cut,bring_down,0.86
cut,cut_down,0.86
cut,slue,0.86
cut,trend,0.86
cut,trim_down,0.86
damn,anathemise,0.86
damn,imprecate,0.86
damn,maledict,0.86
deal,get_by,0.86
deal,make_out,0.86
disappoint,let_down,0.86
doctor,fix,0.86
doctor,furbish_up,0.86
doctor,restore,0.86
dog,give_chase,0.86
down,belt_down,0.86
down,bolt_down,0.86
down,toss_off,0.86
dress,fit_out,0.86
drop,cast_off,0.86
drop,cut_down,0.86
drop,shake_off,0.86
drop,strike_down,0.86
drop,throw_off,0.86
ease_up,ease_off,0.86
effect,set_up,0.86
eliminate,do_away_with,0.86
enter,come_in,0.86
enter,get_into,0.86
enter,infix,0.86
execute,put_to_death,0.86
fat,fill_out,0.86
filter,strain,0.86
find,find_out,0.86
floor,blow_out_of_the_water,0.86
force,hale,0.86
founder,fall_through,0.86
founder,flop,0.86
fox,play_tricks,0.86
get,father,0.86
get,mother,0.86
get,set_about,0.86
get,start_out,0.86
give,cave_in,0.86
give,give_way,0.86
give,pass_on,0.86
go,hold_up,0.86
go,snuff_it,0.86
guy,jest_at,0.86
guy,laugh_at,0.86
guy,poke_fun,0.86
harry,beset,0.86
harry,hassle,0.86
have,birth,0.86
hit_the_roof,hit_the_ceiling,0.86
hold,take_for,0.86
hold,view_as,0.86
hook,knock_off,0.86
impact,bear_on,0.86
impact,touch_on,0.86
inform,apprise,0.86
insist,take_a_firm_stand,0.86
inter,lay_to_rest,0.86
invite,ask_for,0.86
jump,pass_over,0.86
kick,plain,0.86
kick,sound_off,0.86
kid,chaff,0.86
kit,kit_up,0.86
knock_out,knock_cold,0.86
labor,dig,0.86
laugh,chuckle,0.86
laugh,express_joy,0.86
laugh,giggle,0.86
lead,chair,0.86
leaf,riff,0.86
leave,get_out,0.86
lie,lie_in,0.86
line,run_along,0.86
lot,administer,0.86
lot,deal_out,0.86
lot,distribute,0.86
lot,dole_out,0.86
lot,parcel_out,0.86
lower,let_down,0.86
make,make_water,0.86
make,pull_in,0.86
make,stool,0.86
make,take_a_crap,0.86
make,take_in,0.86
manage,pull_off,0.86
march,adjoin,0.86
march,butt,0.86
march,butt_against,0.86
march,butt_on,0.86
march,edge,0.86
match,oppose,0.86
mouse,creep,0.86
nail,pass_with_flying_colors,0.86
nail,sail_through,0.86
name,bring_up,0.86
name,constitute,0.86
near,approach,0.86
near,draw_close,0.86
near,draw_near,0.86
near,go_up,0.86
noise,make_noise,0.86
notice,point_out,0.86
off,bump_off,0.86
off,dispatch,0.86
off,murder,0.86
okay,sanction,0.86
out,come_out,0.86
pad,blow_up,0.86
pad,dramatise,0.86
pad,dramatize,0.86
pad,lard,0.86
pass,pass_on,0.86
pass,put_across,0.86
pitch,cant,0.86
pitch,cant_over,0.86
polish_up,brush_up,0.86
potter,muck_about,0.86
potter,muck_around,0.86
pound,ram_down,0.86
press,urge_on,0.86
process,sue,0.86
progress,come_along,0.86
progress,pass_on,0.86
progress,shape_up,0.86
project,throw,0.86
pull,draw_out,0.86
quiet,pipe_down,0.86
race,belt_along,0.86
race,bucket_along,0.86
race,rush_along,0.86
raise,get_up,0.86
range,lay_out,0.86
reduce,melt_off,0.86
reduce,slim_down,0.86
release,let_go,0.86
resume,re_start,0.86
revolt,gross_out,0.86
rise,come_up,0.86
run,hunt_down,0.86
run,track_down,0.86
satisfy,live_up_to,0.86
say,sound_out,0.86
see,come_across,0.86
see,run_across,0.86
see,run_into,0.86
sell,resell,0.86
sell_out,sell_up,0.86
serve,dish_out,0.86
serve,dish_up,0.86
show,designate,0.86
slide,slew,0.86
slight,cold_shoulder,0.86
smile,grimace,0.86
spring,bound,0.86
spring,take_a_hop,0.86
step,maltreat,0.86
stick,bond,0.86
still,tranquilize,0.86
still,tranquillise,0.86
stop,block_up,0.86
store,hive_away,0.86
store,stash_away,0.86
strike_out,strike_off,0.86
strip,loot,0.86
support,bear,0.86
support,fend_for,0.86
support,stomach,0.86
switch,change_over,0.86
table,defer,0.86
table,postpone,0.86
take,film,0.86
take,take_aim,0.86
tax,surtax,0.86
think,call_back,0.86
think,retrieve,0.86
tissue,weave,0.86
touch,bear_on,0.86
touch,come_to,0.86
touch,pertain,0.86
touch,refer,0.86
transit,move_through,0.86
transit,pass_over,0.86
translate,mistranslate,0.86
trip,activate,0.86
trip,touch_off,0.86
trip,trigger,0.86
turn_the_tables,turn_the_tide,0.86
verse,poetise,0.86
visit,chatter,0.86
visit,chew_the_fat,0.86
visit,chit_chat,0.86
visit,jaw,0.86
wear,get_into,0.86
wear,put_on,0.86
win,come_through,0.86
word,give_voice,0.86
worst,pip,0.86
accept,go_for,0.85
accompany,come_with,0.85
accompany,go_with,0.85
admit,concede,0.85
affect,sham,0.85
agree,consort,0.85
arrange,organise,0.85
arrange,set_up,0.85
beat,tucker,0.85
boost,hike_up,0.85
break,go_against,0.85
catch,take_hold_of,0.85
chance,run_a_risk,0.85
chip,break_off,0.85
class,sort_out,0.85
click,fall_into_place,0.85
click,get_across,0.85
clip,nip_off,0.85
collect,pull_together,0.85
come,add_up,0.85
come,total,0.85
come_to_mind,spring_to_mind,0.85
come_upon,chance_upon,0.85
continue,go_on,0.85
cover,cut_through,0.85
cow,buffalo,0.85
create_by_mental_act,create_mentally,0.85
cross_off,strike_off,0.85
deal,make_do,0.85
dirty,bemire,0.85
divorce,disjoint,0.85
doctor,bushel,0.85
elect,reelect,0.85
eliminate,get_rid_of,0.85
enter,get_in,0.85
enter,go_in,0.85
enter,go_into,0.85
escape,get_away,0.85
filter,separate_out,0.85
fit,fit_out,0.85
fleet,flutter,0.85
floor,take_aback,0.85
fly_in_the_face_of,fly_in_the_teeth_of,0.85
found,launch,0.85
get,get_down,0.85
get,set_out,0.85
get,sire,0.85
give,fall_in,0.85
give,founder,0.85
go,function,0.85
go,hold_out,0.85
go,live_on,0.85
grace,deck,0.85
ham,ham_it_up,0.85
handle,do_by,0.85
hit,rack_up,0.85
husband,conserve,0.85
inform,instruct,0.85
install,set_up,0.85
jump,skip_over,0.85
keep,go_along,0.85
keep,go_on,0.85
kid,pull_the_leg_of,0.85
leave,go_forth,0.85
leave,go_out,0.85
light_upon,chance_upon,0.85
list,heel,0.85
make,arrive_at,0.85
make,ca_ca,0.85
nail,breeze_through,0.85
nail,sweep_through,0.85
near,come_on,0.85
neck,make_out,0.85
off,polish_off,0.85
place,range,0.85
plan,be_after,0.85
prize,jimmy,0.85
progress,go_on,0.85
push_around,boss_around,0.85
put_one_over,put_one_across,0.85
range,set_out,0.85
recommend,suggest,0.85
retreat,pull_away,0.85
ride_off,ride_away,0.85
ring,environ,0.85
rise,go_up,0.85
run_low,run_short,0.85
secure,stop_up,0.85
see,go_through,0.85
sit,sit_down,0.85
spring,ricochet,0.85
start,pop_out,0.85
step,abuse,0.85
step,mistreat,0.85
still,tranquillize,0.85
stop,lay_off,0.85
store,stack_away,0.85
suggest,allude,0.85
support,put_up,0.85
take_back,bring_back,0.85
take_form,take_shape,0.85
take_home,bring_home,0.85
trip,actuate,0.85
trip,set_off,0.85
trip,spark_off,0.85
trip,trigger_off,0.85
try,try_out,0.85
wash_off,wash_out,0.85
wear_off,wear_thin,0.85
weather,brave_out,0.85
wind,thread,0.85
work,puzzle_out,0.85
back,bet_on,0.84
beat_back,push_back,0.84
build_on,build_upon,0.84
clear,sack_up,0.84
click,dawn,0.84
come_upon,fall_upon,0.84
come_upon,happen_upon,0.84
contact,get_hold_of,0.84
craft,handcraft,0.84
deck_out,deck_up,0.84
depend_on,depend_upon,0.84
dry,dry_out,0.84
excite,enthuse,0.84
fork_out,fork_over,0.84
give,provide,0.84
hate,despise,0.84
hate,loathe,0.84
inform,acquaint,0.84
kit,kit_out,0.84
laugh,guffaw,0.84
mill_about,mill_around,0.84
name,key_out,0.84
offer,provide,0.84
praise,laud,0.84
pray,supplicate,0.84
progress,get_on,0.84
resign,give_up,0.84
rumor,gossip,0.84
saint,venerate,0.84
step,ill_treat,0.84
step,ill_use,0.84
stick_about,stick_around,0.84
stop,give_up,0.84
walk,stroll,0.84
warn,alert,0.84
wear_down,wear_thin,0.84
wear_out,wear_off,0.84
wear_out,wear_thin,0.84
worst,mop_up,0.84
boat,paddle,0.83
bring_to,bring_back,0.83
call_down,call_forth,0.83
check_off,mark_off,0.83
close_off,shut_off,0.83
confuse,misidentify,0.83
contest,challenge,0.83
eat,consume,0.83
end_up,land_up,0.83
escape,elude,0.83
escape,flee,0.83
express_feelings,express_emotion,0.83
finish_up,finish_off,0.83
fuel,refuel,0.83
hit_the_deck,hit_the_dirt,0.83
inform,misinform,0.83
inform,notify,0.83
isolate,seclude,0.83
locate,pinpoint,0.83
praise,extol,0.83
pray,plead,0.83
promise,pledge,0.83
pull_down,push_down,0.83
reject,repudiate,0.83
round_out,round_down,0.83
shout,bawl,0.83
sponsor,cosponsor,0.83
square_up,square_off,0.83
take_apart,break_apart,0.83
tax,levy,0.83
throw,hurl,0.83
tie,retie,0.83
walk_about,walk_around,0.83
warn,caution,0.83
warn,inform,0.83
bridge_over,tide_over,0.83
drop_by,drop_in,0.83
ride_the_bench,warm_the_bench,0.83
come_upon,enter_upon,0.82
beat_back,force_back,0.82
deck_out,trick_out,0.82
wear_down,wear_out,0.82
hold_back,keep_back,0.82
bring_around,bring_round,0.82
go_home,head_home,0.82
have_it_away,have_it_off,0.82
arrange,rearrange,0.82
attach,affix,0.82
cheat,defraud,0.82
cheat,swindle,0.82
cut,chop,0.82
detail,elaborate,0.82
finance,fund,0.82
forecast,predict,0.82
forgive,pardon,0.82
hate,abhor,0.82
inform,familiarize,0.82
laugh,chortle,0.82
laugh,snicker,0.82
laugh,snigger,0.82
obtain,procure,0.82
pack,bundle,0.82
pay,repay,0.82
plot,counterplot,0.82
praise,commend,0.82
praise,compliment,0.82
progress,get_along_with,0.82
recognize,honor,0.82
register,enrol,0.82
register,enroll,0.82
reject,dismiss,0.82
strengthen,reinforce,0.82
vote,ballot,0.82
drive_off,drive_out,0.82
fill_the_bill,fit_the_bill,0.82
hit_home,strike_home,0.82
brick_over,brick_up,0.82
wash_away,wash_off,0.82
round_down,round_off,0.82
drive_home,press_home,0.81
change_hands,change_owners,0.81
run_down,run_over,0.81
force_back,push_back,0.81
rush_away,rush_off,0.81
announce,inform,0.81
attach,fasten,0.81
background,accent,0.81
bet,predict,0.81
cheat,bilk,0.81
consult,ask,0.81
consult,inquire,0.81
cut,slash,0.81
declare,avow,0.81
email,spam,0.81
embarrass,discomfit,0.81
embarrass,disconcert,0.81
escort,convoy,0.81
excite,arouse,0.81
explain,inform,0.81
fake,pretend,0.81
forgive,absolve,0.81
forgive,excuse,0.81
have_a_fit,throw_a_fit,0.81
hold_back,turn_back,0.81
inform,familiarise,0.81
inform,introduce,0.81
learn,unteach,0.81
locate,unearth,0.81
noise,clatter,0.81
organize,arrange,0.81
pack,stow,0.81
pay,prepay,0.81
praise,exalt,0.81
praise,glorify,0.81
pray,importune,0.81
protect,shield,0.81
schedule,calendar,0.81
shelter,kennel,0.81
shirt,garment,0.81
shout,bellow,0.81
shout,speak,0.81
smell,whiff,0.81
smile,simper,0.81
steal,pilfer,0.81
steal,rob,0.81
strengthen,restrengthen,0.81
tax,tariff,0.81
throw,lob,0.81
tie,fasten,0.81
vote,outvote,0.81
chance_upon,happen_upon,0.81
come_short,fall_short,0.81
follow_out,follow_through,0.81
laugh_away,laugh_off,0.81
lift_off,take_off,0.81
wear_down,wear_off,0.81
give_the_bounce,give_the_gate,0.81
keep_apart,set_apart,0.81
wear_out,wear_upon,0.81
slip_away,steal_away,0.81
come_apart,fall_apart,0.80
sit_back,sit_by,0.80
cross_off,cross_out,0.80
fall_upon,light_upon,0.80
raise_up,shake_up,0.80
wear_down,wear_upon,0.80
bob_about,bob_around,0.80
bring_around,bring_to,0.80
have_a_ball,have_a_good_time,0.80
accept,recognize,0.80
arrange,coordinate,0.80
believe,accept,0.80
believe,trust,0.80
call_down,call_on_the_carpet,0.80
cheat,diddle,0.80
cheat,scam,0.80
confuse,mistake,0.80
cross_examine,cross_question,0.80
deny,disavow,0.80
draw,outline,0.80
drug,overdose,0.80
entertain,socialize,0.80
escort,chaperone,0.80
fake,feign,0.80
finance,refinance,0.80
fly,seaplane,0.80
follow,obey,0.80
forecast,prognosticate,0.80
give_off,give_out,0.80
hope,wish,0.80
host,compere,0.80
host,emcee,0.80
isolate,ghettoize,0.80
learn,enlighten,0.80
noise,roar,0.80
paint,watercolor,0.80
pay,remunerate,0.80
pay,subsidise,0.80
pay,underpay,0.80
pot,repot,0.80
praise,congratulate,0.80
praise,eulogise,0.80
protect,immunize,0.80
restore,renew,0.80
run,scamper,0.80
saint,reverence,0.80
sell,underprice,0.80
show,emphasize,0.80
ski,schuss,0.80
structure,restructure,0.80
throw,toss,0.80
tie,strap,0.80
title,name,0.80
walk,amble,0.80
walk,saunter,0.80
wire,rewire,0.80
get_ahead,pull_ahead,0.80
program,programme,0.80
burn_off,burn_up,0.80
date_back,date_from,0.80
rough_in,rough_out,0.80
take_charge,take_hold,0.80
vote_down,vote_out,0.80
kick_about,kick_around,0.80
leave_off,leave_out,0.80
fight_back,fight_down,0.80
scare_away,scare_off,0.80
trick_out,trick_up,0.80
flow_away,flow_off,0.79
happen_upon,light_upon,0.79
switch_off,turn_off,0.79
bear_away,carry_away,0.79
double_back,turn_back,0.79
clock_off,clock_out,0.79
deck_up,trick_up,0.79
follow_out,follow_up,0.79
wall_in,wall_up,0.79
slip_up,trip_up,0.79
accept,succumb,0.79
announce,advertise,0.79
background,emphasize,0.79
bubble,froth,0.79
cast_aside,cast_away,0.79
chart,graph,0.79
cheat,hoodwink,0.79
cheat,overcharge,0.79
cut,lop,0.79
cut,slice,0.79
cut,snip,0.79
cut,whittle,0.79
declare,opine,0.79
declare,propose,0.79
delay,slow,0.79
detail,expatiate,0.79
detail,expound,0.79
eat,gobble,0.79
entertain,disport,0.79
escort,chaperon,0.79
favor,advantage,0.79
fly,balloon,0.79
give,furnish,0.79
group,class,0.79
guarantee,pledge,0.79
heat,hot_up,0.79
incorporate,reintegrate,0.79
increase,widen,0.79
interact,socialize,0.79
isolate,segregate,0.79
judge,referee,0.79
kick,punt,0.79
laugh,titter,0.79
learn,inform,0.79
learn,tutor,0.79
mean,convey,0.79
noise,screech,0.79
noise,squeak,0.79
paint,watercolour,0.79
pay,bribe,0.79
pay,overpay,0.79
pay,recompense,0.79
pick,choose,0.79
praise,eulogize,0.79
rain,drizzle,0.79
reject,disbelieve,0.79
renew,renovate,0.79
renew,revitalise,0.79
replace,renew,0.79
sell,auction,0.79
sell,dispose,0.79
sell,undersell,0.79
shirt,garb,0.79
show,accentuate,0.79
ski,slalom,0.79
talk,soliloquize,0.79
throw,chuck,0.79
throw,fling,0.79
tour,visit,0.79
ask_for_it,ask_for_trouble,0.79
let_on,let_out,0.79
mess_about,mill_about,0.79
bring_through,pull_through,0.79
buzz_off,fuck_off,0.79
close_down,close_up,0.79
fall_upon,happen_upon,0.79
fly_off_the_handle,hit_the_ceiling,0.79
keep_guard,stand_guard,0.79
make_a_point,make_sure,0.79
slip_away,slip_by,0.79
bear_down,drag_down,0.79
blame,fault,0.79
break_short,cut_short,0.79
plug_in,plug_into,0.79
pull_round,pull_through,0.79
break_up,crack_up,0.78
cool_it,cool_off,0.78
fool_around,play_around,0.78
go_off,make_off,0.78
abandon,consign,0.78
abandon,forfeit,0.78
anger,enrage,0.78
anger,exasperate,0.78
anger,infuriate,0.78
attach,insert,0.78
background,accentuate,0.78
believe,rely,0.78
bet,prognosticate,0.78
bubble,fizz,0.78
bubble,foam,0.78
call_the_shots,call_the_tune,0.78
cheat,victimize,0.78
contrast,distinguish,0.78
craft,filigree,0.78
cut,carve,0.78
cut,slit,0.78
declare,promulgate,0.78
eat,slurp,0.78
entertain,socialise,0.78
excite,provoke,0.78
fold,crease,0.78
fold,pleat,0.78
forecast,forebode,0.78
fuel,supply,0.78
get_back,win_back,0.78
go_to_bed,go_to_sleep,0.78
guard,protect,0.78
headline,advertise,0.78
headline,publicise,0.78
hear,overhear,0.78
hit,injure,0.78
hit,kneecap,0.78
honey,sweeten,0.78
increase,deepen,0.78
isolate,quarantine,0.78
judge,umpire,0.78
keep_pace,keep_step,0.78
kit,outfit,0.78
learn,indoctrinate,0.78
learn,mentor,0.78
license,accredit,0.78
license,authorize,0.78
make,pass_water,0.78
mean,symbolize,0.78
noise,blare,0.78
noise,clack,0.78
noise,creak,0.78
orbit,retrograde,0.78
paint,bodypaint,0.78
pay,defray,0.78
pay,refund,0.78
promise,guarantee,0.78
protect,immunise,0.78
provision,provide,0.78
renew,freshen,0.78
renew,modernize,0.78
renew,refurbish,0.78
roof,shingle,0.78
run,outrun,0.78
run,sprint,0.78
run,trot,0.78
script,write,0.78
sell,wholesale,0.78
serve,prelude,0.78
shirt,apparel,0.78
shoe,apparel,0.78
shoe,garment,0.78
show,convey,0.78
show,imply,0.78
smell,sniff,0.78
smoke,inhale,0.78
smoke,puff,0.78
steal,burgle,0.78
steal,purloin,0.78
steal,shoplift,0.78
strengthen,stabilise,0.78
stuff,cram,0.78
swim,backstroke,0.78
swim,breaststroke,0.78
talk,preach,0.78
tie,leash,0.78
translate,iterate,0.78
translate,restate,0.78
transport,freight,0.78
turn,flip,0.78
turn,switch,0.78
unite,reunify,0.78
walk,traipse,0.78
walk,trudge,0.78
walk,waddle,0.78
wave,motion,0.78
wipe,squeegee,0.78
wipe,towel,0.78
moon_around,moon_on,0.78
get_going,get_moving,0.78
go_to_pot,go_to_the_dogs,0.78
leave_alone,leave_behind,0.78
cast_about,cast_around,0.78
depend_upon,rely_upon,0.78
drive_off,run_off,0.78
fly_off_the_handle,hit_the_roof,0.78
burst_in_on,burst_upon,0.78
stand_fast,stand_firm,0.78
chance_upon,fall_upon,0.77
fall_into,fall_under,0.77
tear_away,tear_off,0.77
speak_out,speak_up,0.77
take_charge,take_control,0.77
bear_down_on,bear_down_upon,0.77
come_into_being,come_to_life,0.77
pull_down,tear_down,0.77
abstract,view,0.77
add,button,0.77
add,increase,0.77
attach,append,0.77
attach,mount,0.77
attack,bomb,0.77
author,write,0.77
better,outperform,0.77
bubble,effervesce,0.77
catch,intercept,0.77
complete,fulfill,0.77
contract,rent,0.77
cut,mow,0.77
declare,decree,0.77
declare,testify,0.77
destroy,eliminate,0.77
drag,pull,0.77
drag,schlep,0.77
draw,adumbrate,0.77
draw,exposit,0.77
email,telecommunicate,0.77
embarrass,discompose,0.77
enable,endow,0.77
enforce,compel,0.77
expose,insolate,0.77
fight,battle,0.77
fly,solo,0.77
forgive,condone,0.77
forgive,shrive,0.77
hang_in,hang_on,0.77
head_off,ward_off,0.77
heat,scorch,0.77
hit,single,0.77
interact,socialise,0.77
interact,transact,0.77
isolate,sequestrate,0.77
kick,dropkick,0.77
kit,equip,0.77
know,have_a_go_at_it,0.77
learn,edify,0.77
learn,lecture,0.77
license,franchise,0.77
listen,hearken,0.77
locate,localize,0.77
mean,typify,0.77
moon_about,moon_around,0.77
obtain,gain,0.77
offer,furnish,0.77
pick,select,0.77
plate,electroplate,0.77
plate,silverplate,0.77
plot,scheme,0.77
present,bestow,0.77
present,inform,0.77
rain,mizzle,0.77
raise,deepen,0.77
register,file,0.77
renew,revamp,0.77
replace,regenerate,0.77
report,inform,0.77
roof,thatch,0.77
serve,suffice,0.77
shake,jiggle,0.77
shake,tremble,0.77
show,accent,0.77
sing,hymn,0.77
sit,put,0.77
sophisticate,civilise,0.77
sophisticate,civilize,0.77
steal,burglarize,0.77
steal,filch,0.77
steal,plagiarize,0.77
steal,plunder,0.77
steal,thieve,0.77
strengthen,reenforce,0.77
structure,reconstitute,0.77
stuff,overstuff,0.77
sugar,sweeten,0.77
suggest,convey,0.77
surprise,shock,0.77
sustain,preserve,0.77
talk,teach,0.77
throw,defenestrate,0.77
throw,pelt,0.77
tie,truss,0.77
transport,bus,0.77
turn,veer,0.77
understand,comprehend,0.77
walk,toddle,0.77
wet,moisten,0.77
wipe,rub,0.77
wipe,sponge,0.77
wipe_away,wipe_off,0.77
write_about,write_of,0.77
bear_down,bear_down_on,0.77
kick_down,kick_in,0.77
drive_home,ram_home,0.77
drive_off,turn_back,0.77
shoot_down,vote_down,0.77
catch_fire,take_fire,0.77
die_back,die_down,0.77
brick_in,brick_up,0.77
be_intimate,have_a_go_at_it,0.77
even_off,even_up,0.77
strip_mine,surface_mine,0.77
patrol,police,0.76
write_about,write_on,0.76
couple_on,couple_up,0.76
lock_away,lock_up,0.76
abandon,discard,0.76
accept,permit,0.76
add,punctuate,0.76
add,supplement,0.76
admit,avouch,0.76
ally,consort,0.76
anger,pique,0.76
anger,provoke,0.76
arrange,alphabetise,0.76
attach,glue,0.76
author,ghostwrite,0.76
background,emphasise,0.76
background,stress,0.76
bar,disallow,0.76
bay,mouth,0.76
blow,chuff,0.76
brick_in,brick_over,0.76
bunch,cluster,0.76
catch,harpoon,0.76
claim,contend,0.76
claim,purport,0.76
complete,accomplish,0.76
complete,fulfil,0.76
consult,enquire,0.76
contract,promise,0.76
contrast,differentiate,0.76
declare,say,0.76
declare,suggest,0.76
disappoint,disillusion,0.76
disappoint,frustrate,0.76
drop,plop,0.76
drop,sag,0.76
drug,medicine,0.76
dry,parch,0.76
eat,ruminate,0.76
effect,cause,0.76
excite,elicit,0.76
excite,evoke,0.76
fake,dissemble,0.76
favor,countenance,0.76
fire,torch,0.76
fly,hydroplane,0.76
fold,corrugate,0.76
fold,crimp,0.76
fold,crinkle,0.76
force,thrust,0.76
grey,color,0.76
grip,pinch,0.76
guard,shepherd,0.76
handle,manhandle,0.76
hate,disdain,0.76
hit,bunt,0.76
holiday,honeymoon,0.76
hop,jump,0.76
host,banquet,0.76
hurt,sting,0.76
increase,accrue,0.76
intimate,hint,0.76
isolate,ghettoise,0.76
know,be_intimate,0.76
leather,welt,0.76
listen,eavesdrop,0.76
noise,jangle,0.76
obtain,secure,0.76
oppose,repugn,0.76
pack,incase,0.76
paint,distemper,0.76
paint,fresco,0.76
panic,freak,0.76
pat,caress,0.76
pat,fondle,0.76
perceive,misperceive,0.76
plate,chrome,0.76
plot,complot,0.76
portion,allocate,0.76
portion,apportion,0.76
portion,earmark,0.76
praise,blandish,0.76
present,certificate,0.76
present,reintroduce,0.76
present,speak,0.76
provision,supply,0.76
quote,repeat,0.76
run,scurry,0.76
say,assert,0.76
script,pen,0.76
secure,stopple,0.76
see,glimpse,0.76
sell,auctioneer,0.76
sell,bootleg,0.76
show,sneer,0.76
sin,infract,0.76
smile,beam,0.76
support,argue,0.76
support,rationalize,0.76
take,carry,0.76
take,reshoot,0.76
talk,converse,0.76
talk,gossip,0.76
talk,instruct,0.76
translate,reiterate,0.76
translate,repeat,0.76
turn,swerve,0.76
value,overvalue,0.76
value,undervalue,0.76
walk,hobble,0.76
walk,mosey,0.76
walk,tiptoe,0.76
wheel,cartwheel,0.76
wheel,rotate,0.76
wrong,aggrieve,0.76
wrong,victimise,0.76
wrong,victimize,0.76
drop_away,drop_off,0.76
fork_over,fork_up,0.76
get_in_touch,touch_base,0.76
come_around,roll_around,0.76
stand_guard,stand_watch,0.76
close_out,rule_out,0.76
take_to_the_woods,turn_tail,0.76
look_across,look_out_over,0.76
stand_firm,stand_pat,0.76
take_control,take_hold,0.76
die_off,die_out,0.75
drive_away,drive_off,0.75
premier,premiere,0.75
go_off,run_off,0.75
stand_fast,stand_pat,0.75
hang_around,mess_about,0.75
sleep_in,sleep_late,0.75
swing_around,turn_around,0.75
