# syn_n_soft_axioms.txt — Tier B soft biconditional axiom candidates
# Generated by pick_canonicals_n.py --emit
# Sources: UNSAFE cluster (canonical,member) pairs from syn_n_10.txt
#          + syn_n_soft_pairs.txt (harvested sub-canonical pairs)
# Format: word_a,word_b,score
#
delaware,delaware,0.88
design,aim,0.88
design,intent,0.88
design,intention,0.88
door,entrance,0.88
down,down_feather,0.88
dress,sundress,0.88
drive,thrust,0.88
drop,pearl,0.88
economy,market,0.88
editor,editor_in_chief,0.88
efficiency_expert,efficiency_engineer,0.88
email,electronic_mail,0.88
energy,department_of_energy,0.88
energy_unit,heat_unit,0.88
european,balkan,0.88
european,belgian,0.88
european,czech,0.88
european,eurasian,0.88
european,italian,0.88
even,eve,0.88
even,evening,0.88
exhibition_area,exhibition_hall,0.88
fellow,beau,0.88
fellow,swain,0.88
fight,scrap,0.88
figure,numeral,0.88
film_industry,movie_industry,0.88
find,discovery,0.88
fish_ball,fish_cake,0.88
flight,escape,0.88
flower,marigold,0.88
flower,zinnia,0.88
fourth,fourth_part,0.88
fuel,gasoline,0.88
full,full_moon,0.88
funny,funny_story,0.88
future,hereafter,0.88
general_medicine,internal_medicine,0.88
germany,federal_republic_of_germany,0.88
germany,frg,0.88
gift,talent,0.88
give,springiness,0.88
global_organization,international_organisation,0.88
grand,chiliad,0.88
grand,thousand,0.88
green,viridity,0.88
grey_area,gray_area,0.88
grey_matter,gray_matter,0.88
hands,custody,0.88
hang,bent,0.88
hang,knack,0.88
help,assistant,0.88
hero,bomber,0.88
hero,grinder,0.88
hero,hoagy,0.88
hero,sub,0.88
history,record,0.88
hold,clutch,0.88
hold,handgrip,0.88
holding,retention,0.88
holy_see,the_holy_see,0.88
home_office,central_office,0.88
horse,equus_caballus,0.88
house,bungalow,0.88
house,firm,0.88
house_of_lords,british_house_of_lords,0.88
house_of_representatives,united_states_house_of_representatives,0.88
identity,personal_identity,0.88
image,mental_image,0.88
indian,red_indian,0.88
industrial_management,industrial_engineering,0.88
industry,trade,0.88
initial_offering,initial_public_offering,0.88
ireland,irish_republic,0.88
issue,result,0.88
italian,milanese,0.88
italian,neapolitan,0.88
italian,tuscan,0.88
keep,living,0.88
keep,sustenance,0.88
kitchen,kitchenette,0.88
land,nation,0.88
law,constabulary,0.88
leave,leave_of_absence,0.88
linear_unit,linear_measure,0.88
longer,thirster,0.88
longer,yearner,0.88
look,looking_at,0.88
lord,creator,0.88
love,honey,0.88
lying,fabrication,0.88
machine_language,machine_code,0.88
magic,sorcery,0.88
mark,grade,0.88
marriage_contract,marriage_settlement,0.88
match,compeer,0.88
match,equal,0.88
material,fabric,0.88
matter,concern,0.88
media,communications_media,0.88
minimum,lower_limit,0.88
money,moolah,0.88
muslim,muslimah,0.88
national,subject,0.88
national_holiday,legal_holiday,0.88
nature,wilderness,0.88
nerve_gas,nerve_agent,0.88
net,lucre,0.88
nobody,cypher,0.88
normal,rule,0.88
nothing,null,0.88
novel,novelette,0.88
numbers_game,numbers_pool,0.88
object_glass,object_lens,0.88
one,ace,0.88
paris,city_of_light,0.88
path,itinerary,0.88
perfect,perfective,0.88
perfect,perfective_tense,0.88
picture,exposure,0.88
picture,movie,0.88
player,histrion,0.88
player,thespian,0.88
point,item,0.88
police,police_force,0.88
political_program,political_platform,0.88
port,seaport,0.88
potential_difference,potential_drop,0.88
power,force,0.88
present,nowadays,0.88
president_johnson,president_andrew_johnson,0.88
prison,prison_house,0.88
prison_camp,prison_farm,0.88
public_utility,public_utility_company,0.88
quick_assets,liquid_assets,0.88
railway_system,railway_line,0.88
random_memory,random_access_memory,0.88
range_of_mountains,chain_of_mountains,0.88
reaction,chemical_reaction,0.88
red,scarlet,0.88
reserve,modesty,0.88
review,revaluation,0.88
road,roadway,0.88
rock_group,rock_band,0.88
room,space,0.88
round,cycle,0.88
run,running_play,0.88
russia,soviet_union,0.88
sami,lapplander,0.88
saturday,sabbatum,0.88
saturday,sat,0.88
security_force,private_security_force,0.88
separate,offprint,0.88
separate,reprint,0.88
service,help,0.88
shooting_range,shooting_gallery,0.88
short_sale,short_selling,0.88
showing,screening,0.88
sign,signaling,0.88
site,internet_site,0.88
site,land_site,0.88
skin_disease,skin_disorder,0.88
social,mixer,0.88
software,software_program,0.88
soldier,reservist,0.88
speech_communication,oral_communication,0.88
spending,disbursement,0.88
sport_utility,sport_utility_vehicle,0.88
square,foursquare,0.88
star_of_david,shield_of_david,0.88
statistics,data,0.88
storm,rainstorm,0.88
storm,snowstorm,0.88
storm,violent_storm,0.88
storm,windstorm,0.88
story,account,0.88
straight,straight_person,0.88
straight_life_insurance,ordinary_life_insurance,0.88
street,alleyway,0.88
street,boulevard,0.88
street,thoroughfare,0.88
suit,suit_of_clothes,0.88
support,financial_support,0.88
supreme_court_of_the_united_states,united_states_supreme_court,0.88
switch,electrical_switch,0.88
take,payoff,0.88
take,proceeds,0.88
take,yield,0.88
teach,blackbeard,0.88
teaching,lecturing,0.88
telling,relation,0.88
terrorist_organization,foreign_terrorist_organization,0.88
the_netherlands,kingdom_of_the_netherlands,0.88
theatre_director,theater_director,0.88
theatre_stage,theater_stage,0.88
theory_of_evolution,theory_of_organic_evolution,0.88
thing,affair,0.88
thought,mentation,0.88
thought,persuasion,0.88
thought,thought_process,0.88
time_signature,musical_time_signature,0.88
town,hometown,0.88
treat,dainty,0.88
treatment,discourse,0.88
treatment,discussion,0.88
troops,military_personnel,0.88
truck,pickup,0.88
us_house_of_representatives,united_states_house_of_representatives,0.88
us_naval_academy,united_states_naval_academy,0.88
usa,usa,0.88
using,victimization,0.88
value,merit,0.88
watching,observation,0.88
water_program,water_project,0.88
wearing,eroding,0.88
wearing,wearing_away,0.88
weather_deck,shelter_deck,0.88
web,network,0.88
wife,married_woman,0.88
wild,natural_state,0.88
williams,hank_williams,0.88
wind,gust,0.88
wood,beechwood,0.88
wood,hickory,0.88
wood,teak,0.88
access,accession,0.87
adage,byword,0.87
add,mbd,0.87
add,minimal_brain_damage,0.87
add,minimal_brain_dysfunction,0.87
addition,improver,0.87
african_country,african_nation,0.87
aircraft_carrier,attack_aircraft_carrier,0.87
alcohol,alcoholic_beverage,0.87
alcohol,alcoholic_drink,0.87
american,texan,0.87
american,yankee,0.87
appearance,visual_aspect,0.87
appointment_book,appointment_calendar,0.87
army,ground_forces,0.87
artist,creative_person,0.87
artist,photographer,0.87
asking,questioning,0.87
asking_price,selling_price,0.87
attention,attending,0.87
australian_desert,great_australian_desert,0.87
author,essayist,0.87
authority,self_confidence,0.87
bag,rucksack,0.87
balance_of_payments,balance_of_international_payments,0.87
beauty,exquisiteness,0.87
beginning,start,0.87
bird,parrot,0.87
bitter_orange,bitter_orange_tree,0.87
blue,aqua,0.87
boat,longboat,0.87
boat,scow,0.87
book,textbook,0.87
book,tome,0.87
brain_disease,brain_disorder,0.87
brand,brand_name,0.87
brand,trade_name,0.87
breathing_machine,breathing_device,0.87
breathing_place,breathing_spell,0.87
bringing,delivery,0.87
brown_bread,boston_brown_bread,0.87
business,line_of_work,0.87
c_major,scale_of_c_major,0.87
c_major_scale,scale_of_c_major,0.87
california_white_oak,valley_white_oak,0.87
call,telephone_call,0.87
can,arse,0.87
can,ass,0.87
can,behind,0.87
can,bum,0.87
can,buns,0.87
can,butt,0.87
can,keister,0.87
can,prat,0.87
can,privy,0.87
can,rear_end,0.87
can,tooshie,0.87
capital,working_capital,0.87
carrying_cost,carrying_charge,0.87
cash,hard_currency,0.87
center_spread,centre_spread,0.87
central,telephone_exchange,0.87
chair,chaise,0.87
chicken,spatchcock,0.87
christian,protestant,0.87
christmas_star,christmas_flower,0.87
coach,passenger_vehicle,0.87
coming,approach,0.87
common,green,0.87
common,park,0.87
common_fig,common_fig_tree,0.87
computer_database,electronic_database,0.87
conference,colloquium,0.87
congress_shoe,congress_boot,0.87
conservative,reactionary,0.87
conservative,rightist,0.87
contract,subcontract,0.87
cost,expense,0.87
cost,monetary_value,0.87
couple,duet,0.87
date_line,international_date_line,0.87
desire,ambition,0.87
desire,yearning,0.87
dog,domestic_dog,0.87
domestic,domestic_help,0.87
domestic,house_servant,0.87
dress,caftan,0.87
dress,coatdress,0.87
dress,kaftan,0.87
dress,pinafore,0.87
dress,strapless,0.87
dress,wearing_apparel,0.87
drink,libation,0.87
drive,driving_force,0.87
drug,narcotic,0.87
ed,erectile_dysfunction,0.87
ed,male_erecticle_dysfunction,0.87
editor,subeditor,0.87
eight,viii,0.87
electrical_system,electrical_plant,0.87
email,e_mail,0.87
employment_contract,employment_agreement,0.87
entire,stallion,0.87
ethnic_music,folk_music,0.87
european,austrian,0.87
european,hungarian,0.87
european,romanian,0.87
european_community,european_economic_community,0.87
even,eventide,0.87
evening_dress,evening_clothes,0.87
evidence,proof,0.87
face_cream,cold_cream,0.87
federal,federal_soldier,0.87
federal,union_soldier,0.87
fell,hide,0.87
fellow,young_man,0.87
find,breakthrough,0.87
first_cousin,full_cousin,0.87
five,little_phoebe,0.87
flower,begonia,0.87
flower,cyclamen,0.87
flower,daisy,0.87
flower,petunia,0.87
flower,sunflower,0.87
foot,human_foot,0.87
form,word_form,0.87
fourth,one_fourth,0.87
fourth,one_quarter,0.87
fourth,twenty_five_percent,0.87
free_enterprise,private_enterprise,0.87
full,full_phase_of_the_moon,0.87
funny,good_story,0.87
garden,orchard,0.87
garden,rockery,0.87
gas_bomb,chemical_bomb,0.87
german,prussian,0.87
gift,natural_endowment,0.87
glad,gladiola,0.87
go,tour,0.87
going,departure,0.87
government_income,government_revenue,0.87
grand,yard,0.87
grey_market,gray_market,0.87
gun,weapon,0.87
hair,coiffure,0.87
hair,cowlick,0.87
happening,natural_event,0.87
happening,occurrent,0.87
happy_event,blessed_event,0.87
health_facility,healthcare_facility,0.87
help,supporter,0.87
hero,cuban_sandwich,0.87
hero,submarine_sandwich,0.87
hero,zep,0.87
hill,hillock,0.87
hill,knoll,0.87
home,menage,0.87
horse,equid,0.87
horse,palomino,0.87
hotel,hostel,0.87
hotel,inn,0.87
house,business_firm,0.87
house,cottage,0.87
house,farmhouse,0.87
house_detective,hotel_detective,0.87
ice,water_ice,0.87
ill,complaint,0.87
income,earnings,0.87
independent,mugwump,0.87
israel,state_of_israel,0.87
jail,poky,0.87
james_cook,captain_james_cook,0.87
keep,livelihood,0.87
kill,putting_to_death,0.87
lake,pond,0.87
lake_bed,lake_bottom,0.87
land,solid_ground,0.87
like,the_like,0.87
living_room,sitting_room,0.87
loan_participation,participation_loan,0.87
logic_operation,logical_operation,0.87
look,glance,0.87
lot,band,0.87
lot,circle,0.87
lot,circumstances,0.87
lot,set,0.87
make,brand,0.87
man,dude,0.87
marine_engineer,naval_engineer,0.87
match,friction_match,0.87
max,liquid_ecstasy,0.87
mean,mean_value,0.87
meaning,import,0.87
meat,sausage,0.87
medicine,medical_specialty,0.87
medicine_chest,medicine_cabinet,0.87
meeting,conference,0.87
mental_condition,psychological_condition,0.87
mile,statute_mile,0.87
military,armed_forces,0.87
military_rating,military_rank,0.87
minutes,transactions,0.87
mouth,oral_cavity,0.87
murder,massacre,0.87
muslim,shiite,0.87
muslim,wahhabi,0.87
net,net_profit,0.87
nine,ix,0.87
nobody,cipher,0.87
normal,convention,0.87
normal,formula,0.87
novel,fiction,0.87
office_building,office_block,0.87
one,unity,0.87
operations,trading_operations,0.87
paper,newsprint,0.87
paris,capital_of_france,0.87
parliament,legislature,0.87
pass,passing_play,0.87
performance,public_presentation,0.87
play,dramatic_play,0.87
player,role_player,0.87
produce,garden_truck,0.87
produce,green_goods,0.87
project,labor,0.87
purchase,buying,0.87
push,nudge,0.87
railroad_station,railroad_terminal,0.87
railway,railroad,0.87
real,real_number,0.87
recent,holocene,0.87
recent,holocene_epoch,0.87
reference_work,reference_book,0.87
regulatory_agency,regulatory_authority,0.87
religious_writing,religious_text,0.87
rest,residual,0.87
reverse_split,reverse_stock_split,0.87
rich_person,rich_person,0.87
rise,salary_increase,0.87
rise,wage_hike,0.87
rise,wage_increase,0.87
roll,axial_motion,0.87
roll,axial_rotation,0.87
room,bathroom,0.87
room,bedroom,0.87
round,rhythm,0.87
round,unit_of_ammunition,0.87
royal_academy,royal_academy_of_arts,0.87
run,political_campaign,0.87
run,running_game,0.87
russian,siberian,0.87
salt_flat,salt_plain,0.87
sami,lapp,0.87
sami,saami,0.87
saying,expression,0.87
scale,scale_of_measurement,0.87
scene,conniption,0.87
scene,fit,0.87
scene,tantrum,0.87
school_ship,training_ship,0.87
science,scientific_discipline,0.87
seven,vii,0.87
sexual_abuse,sexual_assault,0.87
ship,steamship,0.87
shit,diddly_shit,0.87
shit,doodly_squat,0.87
silver_grey,silver_gray,0.87
six,half_a_dozen,0.87
smart,smarting,0.87
song,ditty,0.87
sound_pollution,noise_pollution,0.87
speaking,speech_production,0.87
spoken_communication,oral_communication,0.87
sports_jacket,sport_jacket,0.87
square,rectangle,0.87
state,body_politic,0.87
storm,blizzard,0.87
storm,hailstorm,0.87
storm,noreaster,0.87
straight,heterosexual_person,0.87
street,alley,0.87
stress,accent,0.87
stupid,pudding_head,0.87
suicide,self_annihilation,0.87
suicide,self_destruction,0.87
support,financial_backing,0.87
sweet_roll,coffee_roll,0.87
switch,electric_switch,0.87
table,tabular_array,0.87
take,issue,0.87
take,takings,0.87
tax,levy,0.87
tax,revenue_enhancement,0.87
tax_return,income_tax_return,0.87
tea,cuppa,0.87
tea_set,tea_service,0.87
teach,edward_teach,0.87
thought,cerebration,0.87
thought,intellection,0.87
thought,view,0.87
throw,hurl,0.87
throwing_board,throwing_stick,0.87
thus,frankincense,0.87
thus,gum_olibanum,0.87
toilet_paper,toilet_tissue,0.87
training,retraining,0.87
trash_collection,garbage_collection,0.87
troops,cavalry,0.87
type,kind,0.87
type,sort,0.87
uk,united_kingdom_of_great_britain_and_northern_ireland,0.87
unit,unit_of_measurement,0.87
upset,perturbation,0.87
us_air_force,united_states_air_force,0.87
using,exploitation,0.87
van,avant_garde,0.87
virginia,old_dominion_state,0.87
voice_communication,oral_communication,0.87
wage_scale,wage_schedule,0.87
walk,base_on_balls,0.87
want,lack,0.87
waste_of_energy,waste_of_effort,0.87
way,agency,0.87
way,way_of_life,0.87
wearing,eating_away,0.87
wedding,wedding_ceremony,0.87
will,volition,0.87
wind,air_current,0.87
wind,current_of_air,0.87
wind,gale,0.87
wood,basswood,0.87
wood,fruitwood,0.87
wood,softwood,0.87
work_papers,working_papers,0.87
works,industrial_plant,0.87
world,human_beings,0.87
world,human_race,0.87
wow,howler,0.87
wow,riot,0.87
ability,capability,0.86
abuse,ill_treatment,0.86
adage,adage,0.86
adage,proverb,0.86
add,attention_deficit_disorder,0.86
add,attention_deficit_hyperactivity_disorder,0.86
addition,add_on,0.86
alcohol_group,alcohol_radical,0.86
american,alaskan,0.86
american,hispanic,0.86
american,virginian,0.86
amount,sum_of_money,0.86
arm,weapon_system,0.86
army,legion,0.86
army,regular_army,0.86
art,fine_art,0.86
artist,sculpturer,0.86
asking,inquiring,0.86
attorney_general,attorney_general_of_the_united_states,0.86
author,journalist,0.86
authority,say_so,0.86
automatic_data_processing_system,computing_system,0.86
bad,worse,0.86
bag,holdall,0.86
bag,packsack,0.86
bag,sack,0.86
ball,wiffle,0.86
bar_chart,bar_graph,0.86
beauty,prettiness,0.86
bed,trundle,0.86
beer,brewage,0.86
beryllium,beryllium,0.86
beryllium,glucinium,0.86
blue_cat,blue_channel_cat,0.86
boat,mailboat,0.86
boat,surfboat,0.86
boston,bean_town,0.86
boston,hub_of_the_universe,0.86
brother,kinsman,0.86
brown,taupe,0.86
build,habitus,0.86
building_department,plant_department,0.86
can,bathroom,0.86
can,lav,0.86
can,lavatory,0.86
can,tin,0.86
can,toilet,0.86
cape_province,cape_of_good_hope_province,0.86
cast,dramatis_personae,0.86
century,centennial_period,0.86
chair,armchair,0.86
church_festival,religious_festival,0.86
civil_rights_leader,civil_rights_activist,0.86
claim,assertion,0.86
climate_change,global_climate_change,0.86
coach,double_decker,0.86
college,academy,0.86
color_of_law,colour_of_law,0.86
color_wash,colour_wash,0.86
colour_tube,colour_television_tube,0.86
comparison,comparing,0.86
confidence_game,confidence_trick,0.86
congress,legislature,0.86
conservative,neoconservative,0.86
conversation,chat,0.86
cook,chef,0.86
customer,consumer,0.86
day,solar_day,0.86
deal,business_deal,0.86
death_cup,death_cap,0.86
defense_force,defence_force,0.86
defense_secretary,secretary_of_defense,0.86
delaware,first_state,0.86
details,information,0.86
dick,hawkshaw,0.86
difference,discrepancy,0.86
disc,disk,0.86
disease,malignancy,0.86
double,two_bagger,0.86
double,two_base_hit,0.86
double,two_baser,0.86
dress,sari,0.86
dress,shirtdress,0.86
drink,tipple,0.86
drinking,guzzling,0.86
drinking,swilling,0.86
drug,medication,0.86
drug_abuse,substance_abuse,0.86
dry,prohibitionist,0.86
eating,feasting,0.86
economy,finance,0.86
editor,anthologist,0.86
electric_storm,electrical_storm,0.86
employee,staffer,0.86
energy,doe,0.86
energy,free_energy,0.86
estate,property,0.86
execution_sale,judicial_sale,0.86
face,human_face,0.86
family,category,0.86
farm,dairy,0.86
farm,ranch,0.86
feedback_circuit,feedback_loop,0.86
finance,investment,0.86
fire,conflagration,0.86
fishing_boat,fishing_vessel,0.86
five,fin,0.86
five,phoebe,0.86
force,might,0.86
force_feed,pressure_feed,0.86
four,iv,0.86
four,little_joe,0.86
fuel,petrol,0.86
full,full_of_the_moon,0.86
funds,monetary_resource,0.86
future,time_to_come,0.86
garden,topiary,0.86
german,berliner,0.86
give,spring,0.86
glad,gladiolus,0.86
glad,sword_lily,0.86
go,spell,0.86
grand,one_thousand,0.86
green,teal,0.86
green_corn,sweet_corn_plant,0.86
green_soap,soft_soap,0.86
gun,airgun,0.86
hair,coif,0.86
half,one_half,0.86
hard_drink,hard_liquor,0.86
head,nous,0.86
head,top_dog,0.86
helping,portion,0.86
hi,how_do_you_do,0.86
host,hostess,0.86
hotel,resort,0.86
house,guesthouse,0.86
human,human_being,0.86
hunting_spider,wolf_spider,0.86
identity_element,identity_operator,0.86
independent,fencesitter,0.86
industry,commerce,0.86
intelligence,intellect,0.86
intelligence_service,intelligence_agency,0.86
interest,concern,0.86
internal_angle,interior_angle,0.86
israel,sion,0.86
italian,etruscan,0.86
italian,florentine,0.86
italian,genoese,0.86
january,jan,0.86
john_ross,sir_john_ross,0.86
john_smith,captain_john_smith,0.86
keep,bread_and_butter,0.86
knowing,know,0.86
labor,working_class,0.86
lake,lagoon,0.86
land,terra_firma,0.86
law,police_force,0.86
lay,ballad,0.86
leaf_form,leaf_shape,0.86
legal_community,legal_profession,0.86
load,loading,0.86
local_street,local_road,0.86
look,peek,0.86
lord_chancellor,lord_high_chancellor,0.86
lot,destiny,0.86
lot,fate,0.86
lying,fibbing,0.86
machine,machinery,0.86
market_price,market_value,0.86
match,peer,0.86
mayor,burgomaster,0.86
meat,mutton,0.86
meat,veal,0.86
mile,stat_mi,0.86
military,armed_services,0.86
military_group,military_unit,0.86
milk,buttermilk,0.86
move,motility,0.86
ms,multiple_sclerosis,0.86
murder,lynching,0.86
musical_comedy,musical_theater,0.86
muslim,imam,0.86
muslim,mullah,0.86
name,alias,0.86
name,forename,0.86
name,surname,0.86
names,name_calling,0.86
nature,ecosystem,0.86
net,net_income,0.86
news_agency,press_agency,0.86
news_show,news_program,0.86
nine,nina_from_carolina,0.86
number_system,number_representation_system,0.86
nursing_bottle,feeding_bottle,0.86
october,oct,0.86
office,federal_agency,0.86
office,government_agency,0.86
oil,crude,0.86
pack,multitude,0.86
parent,mother,0.86
parent,stepparent,0.86
paris,french_capital,0.86
part,office,0.86
pass,passing_game,0.86
payment,remittance,0.86
picture_tube,television_tube,0.86
pm,autopsy,0.86
political_liberty,civil_liberty,0.86
presence,omnipresence,0.86
pressure,force_per_unit_area,0.86
prince,dauphin,0.86
prince,maharajah,0.86
prince,princeling,0.86
produce,green_groceries,0.86
professional,semiprofessional,0.86
property_man,property_master,0.86
public_knowledge,general_knowledge,0.86
reading,perusing,0.86
restaurant,eating_house,0.86
restaurant,eating_place,0.86
road,thoroughfare,0.86
room,anteroom,0.86
room,foyer,0.86
russian,chechen,0.86
sale,selling,0.86
sales_force,sales_division,0.86
scale,graduated_table,0.86
sea_creature,marine_creature,0.86
season,preseason,0.86
seeing,visual_perception,0.86
selling,peddling,0.86
sending,transmitting,0.86
sentence_structure,phrase_structure,0.86
shit,diddly_squat,0.86
site,web_site,0.86
six,captain_hicks,0.86
six,vi,0.86
skin,scalp,0.86
sleeping_partner,silent_partner,0.86
society,public,0.86
soft_spot,weak_spot,0.86
soldier,peacekeeper,0.86
soldier,redcoat,0.86
soldier,trooper,0.86
song,lullaby,0.86
sound_system,audio_system,0.86
south_africa,republic_of_south_africa,0.86
space,expanse,0.86
spending,disbursal,0.86
spiritual_world,spiritual_domain,0.86
stock_market,securities_market,0.86
store,bookstore,0.86
subject_area,subject_field,0.86
support,service,0.86
systems_program,systems_software,0.86
television,telly,0.86
test,trial_run,0.86
test_paper,examination_paper,0.86
test_room,testing_room,0.86
tough,street_fighter,0.86
trade_route,ship_route,0.86
traffic_light,traffic_signal,0.86
tree,bonsai,0.86
tree,hackberry,0.86
trip,journey,0.86
truck,dumper,0.86
type_of_architecture,style_of_architecture,0.86
uk,united_kingdom,0.86
union,spousal_relationship,0.86
union,trades_union,0.86
us_government,united_states_government,0.86
us_secret_service,united_states_secret_service,0.86
valley_oak,valley_white_oak,0.86
van,new_wave,0.86
van,vanguard,0.86
variety,mixed_bag,0.86
virginia,old_dominion,0.86
voice,sound,0.86
want,deprivation,0.86
watching,observance,0.86
wave,moving_ridge,0.86
wearing,erosion,0.86
wedding_present,wedding_gift,0.86
wife,missus,0.86
wild,state_of_nature,0.86
wind,crosswind,0.86
window,skylight,0.86
world_war_i,first_world_war,0.86
wow,belly_laugh,0.86
wow,sidesplitter,0.86
wow,thigh_slapper,0.86
abuse,ill_usage,0.85
accident,misadventure,0.85
add,hyperkinetic_syndrome,0.85
advertising_department,advertising_division,0.85
advice,recommendation,0.85
african_hunting_dog,cape_hunting_dog,0.85
american,appalachian,0.85
author,biographer,0.85
author,playwright,0.85
author,poet,0.85
author,scriptwriter,0.85
bag,carryall,0.85
bag,knapsack,0.85
bag,schoolbag,0.85
ball_field,baseball_field,0.85
bathroom_tissue,toilet_tissue,0.85
beauty,glamor,0.85
beauty,glamour,0.85
bike,motorcycle,0.85
black,ebony,0.85
blog,web_log,0.85
blue,azure,0.85
board,committee,0.85
bomb,bomblet,0.85
book,booklet,0.85
book,pamphlet,0.85
building,erecting,0.85
bull_run,battle_of_bull_run,0.85
business_expense,trade_expense,0.85
can,john,0.85
can,tin_can,0.85
car_manufacturer,auto_manufacturer,0.85
card_sharp,card_shark,0.85
cat,felid,0.85
cat,true_cat,0.85
center_stage,centre_stage,0.85
charge_account,credit_account,0.85
cheating,cheat,0.85
chest_register,chest_tone,0.85
chicken,capon,0.85
chicken,pullet,0.85
chicken_run,chicken_yard,0.85
choice,deciding,0.85
christian,adventist,0.85
church_music,religious_music,0.85
coach,omnibus,0.85
coffee_bar,coffee_shop,0.85
colour_tv_tube,colour_television_tube,0.85
common_elder,european_elder,0.85
common_fate,law_of_common_fate,0.85
comparison,compare,0.85
conversation,talking,0.85
credit_line,personal_credit_line,0.85
customer,buyer,0.85
customer,shopper,0.85
day,mean_solar_day,0.85
dead_hand,dead_hand_of_the_past,0.85
defence_program,defence_policy,0.85
delaware,diamond_state,0.85
desire,longing,0.85
dinner_set,dinner_service,0.85
disease,periodontitis,0.85
disease,sickness,0.85
display_board,display_panel,0.85
drink,milkshake,0.85
drink,sangria,0.85
drop_zone,dropping_zone,0.85
email,freemail,0.85
environment,surroundings,0.85
face,visage,0.85
face_card,picture_card,0.85
farm,piggery,0.85
farm,vineyard,0.85
federal_office,department_of_the_federal_government,0.85
feeling,twinge,0.85
field_glasses,opera_glasses,0.85
fire,grassfire,0.85
flight,aerobatics,0.85
football,rugger,0.85
forced_sale,judicial_sale,0.85
free_throw,penalty_free_throw,0.85
freedom,independence,0.85
german,teuton,0.85
governor,viceroy,0.85
grand,thou,0.85
guard,watchman,0.85
hair,beard,0.85
hill,foothill,0.85
horse,steeplechaser,0.85
hotel,fleabag,0.85
hotel,hostelry,0.85
house,chalet,0.85
house,dollhouse,0.85
house,dwelling,0.85
income,profits,0.85
indian,chickasaw,0.85
information_science,information_processing,0.85
insurance_company,insurance_firm,0.85
international_pitch,concert_pitch,0.85
investment_company,investment_firm,0.85
islamic_group,islamic_community,0.85
italian,neopolitan,0.85
job_interview,employment_interview,0.85
kill_zone,killing_zone,0.85
knowing,understanding,0.85
labor_agreement,collective_agreement,0.85
land,dry_land,0.85
least_effort,least_resistance,0.85
led,light_emitting_diode,0.85
like,kind,0.85
like,sort,0.85
like,the_likes_of,0.85
magic,necromancy,0.85
measuring,measurement,0.85
meat,horsemeat,0.85
meet,sports_meeting,0.85
memory,reminiscence,0.85
mess_jacket,shell_jacket,0.85
mistake,flub,0.85
monitor_program,monitoring_program,0.85
mountain_range,mountain_chain,0.85
ms,disseminated_multiple_sclerosis,0.85
ms,disseminated_sclerosis,0.85
murder,bloodshed,0.85
muslim,jihadist,0.85
muslim,mulla,0.85
muslim_calendar,islamic_calendar,0.85
name,nickname,0.85
name,pseudonym,0.85
new_jazz,modern_jazz,0.85
new_york,new_york_city,0.85
new_york,new_york_state,0.85
november,nov,0.85
ocean_floor,ocean_bottom,0.85
oil,grease,0.85
paper,cardboard,0.85
parliament,knesset,0.85
party_boss,political_boss,0.85
patient,inpatient,0.85
people,peoples,0.85
planning,preparation,0.85
player,playmaker,0.85
port,harbour,0.85
poverty_line,poverty_level,0.85
power_system,power_grid,0.85
price_level,price_index,0.85
prince,aristocrat,0.85
profit_margin,gross_margin,0.85
protection,shielding,0.85
public_service,community_service,0.85
real_estate_loan,mortgage_loan,0.85
red,vermilion,0.85
religious,monastic,0.85
retirement_benefit,retirement_fund,0.85
road,detour,0.85
road,driveway,0.85
rock,boulder,0.85
rock,outcropping,0.85
rock_bass,rock_sea_bass,0.85
room,kitchen,0.85
room,workroom,0.85
salad_bowl,salad_plate,0.85
sami,sami,0.85
savings_account_trust,savings_bank_trust,0.85
school,gymnasium,0.85
science_lab,science_laboratory,0.85
second_deck,main_deck,0.85
secondary_storage,external_storage,0.85
secret_service,united_states_secret_service,0.85
security,safety,0.85
security,secureness,0.85
shadow_play,shadow_show,0.85
shirt,garment,0.85
shit,red_cent,0.85
show_window,shop_window,0.85
slide_action,pump_action,0.85
soldier,legionary,0.85
statement,declaration,0.85
steam_room,steam_bath,0.85
store,drugstore,0.85
storm,northeaster,0.85
strength,endurance,0.85
suit,pinstripe,0.85
sweet_pepper,bell_pepper,0.85
target_language,object_language,0.85
tea,herbal,0.85
teach,edward_thatch,0.85
teach,thatch,0.85
teaching,lesson,0.85
teaching,schooling,0.85
teen,teenager,0.85
tom,uncle_tom,0.85
town,municipality,0.85
tree,chinaberry,0.85
tree,willow,0.85
trip,trek,0.85
truck,camion,0.85
truck,tractor,0.85
turkey_oak,american_turkey_oak,0.85
tv_monitor,television_monitor,0.85
two,ii,0.85
university_student,college_student,0.85
want,deficiency,0.85
watch,timepiece,0.85
weather_forecast,weather_outlook,0.85
wife,housewife,0.85
wind,breeze,0.85
wind,squall,0.85
window,porthole,0.85
word_structure,sound_structure,0.85
working_rule,working_principle,0.85
world_affairs,international_affairs,0.85
ability,adaptability,0.84
accounting_standard,accounting_principle,0.84
air_force,united_states_air_force,0.84
air_force,us_air_force,0.84
american,bostonian,0.84
american,oregonian,0.84
american_english,american_language,0.84
artist,expressionist,0.84
artist,surrealist,0.84
artistic_production,artistic_creation,0.84
banking_company,banking_concern,0.84
